jobId,executionId,jobName,ticks,startedAt,finishedAt
abaf8b7a-c11e-4e4f-8af9-b01409141dff,1053e3fe-d49d-4198-9f11-63445d3db827,Job 5,1,2024-04-28T11:58:32.039Z,2024-04-28T11:58:34.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,d7f972a2-6c5e-4b99-918e-945e15658687,Job 7,37,2024-04-28T11:57:24.012Z,2024-04-28T11:58:38.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,b2e7df12-9950-4aa4-aaea-59c38bf12d66,Job 6,6,2024-04-28T11:58:32.038Z,2024-04-28T11:58:44.002Z
113fda6c-5803-463d-ab76-544fcacab995,854588b8-8c54-47b4-8eb8-d80f8fd5965f,Job 9,8,2024-04-28T11:58:32.036Z,2024-04-28T11:58:48.003Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,c66a4600-d3f9-4040-92b4-4aba10d15748,Job 12,20,2024-04-28T11:58:32.034Z,2024-04-28T11:59:12.002Z
113fda6c-5803-463d-ab76-544fcacab995,6d501aca-cb9e-4460-bb16-f96e18359851,Job 9,6,2024-04-28T11:59:12.016Z,2024-04-28T11:59:24.002Z
97f58b9e-de56-42b4-ad76-2a16eeec9476,051e7156-479d-4a26-8b7a-263653bee673,Job 3,28,2024-04-28T11:58:32.037Z,2024-04-28T11:59:28.002Z
b2033294-e784-44e7-8784-9f2081bc9b24,2ea3470b-303f-4e7c-a188-a2fe845190c7,Job 1,3,2024-04-28T11:59:34.008Z,2024-04-28T11:59:40.001Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,dda21a2e-73d5-46a9-acbb-8fbce3ef7f68,Job 6,33,2024-04-28T11:59:12.015Z,2024-04-28T12:00:18.002Z
abaf8b7a-c11e-4e4f-8af9-b01409141dff,e70f7ad4-e0a9-4c7e-8663-64d23a459c47,Job 5,37,2024-04-28T11:59:12.013Z,2024-04-28T12:00:26.002Z
156d2dd4-ac86-466f-aa88-99faf0422839,6a7bee2f-bc3d-4057-96f2-5ac8f5eaa8c7,Job 8,41,2024-04-28T11:59:12.012Z,2024-04-28T12:00:34.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,39ff3e3e-a9c1-41b9-8ac8-09956564d86a,Job 7,36,2024-04-28T11:59:50.009Z,2024-04-28T12:01:02.002Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,d1373323-78f0-40c3-b2ab-5ce97f5c8403,Job 4,19,2024-04-28T12:00:26.009Z,2024-04-28T12:01:04.002Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,bf07ad09-646e-40c1-9e55-36fc39fcdf5f,Job 12,13,2024-04-28T12:01:04.012Z,2024-04-28T12:01:30.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,3e19ea04-581f-41cc-981f-f3347cac31bc,Job 6,39,2024-04-28T12:00:26.010Z,2024-04-28T12:01:44.003Z
17a9760d-a9ce-40c7-bc8d-0b6e0ab972ea,6df93e70-45e3-43bf-ad48-f61b7f34e6d1,Job 2,30,2024-04-28T12:01:04.011Z,2024-04-28T12:02:04.002Z
9dfa295f-3e04-4712-908b-ea972e3fe6af,7ddf0027-3159-4d9e-aa04-882f5f85a427,Job 14,21,2024-04-28T12:02:04.013Z,2024-04-28T12:02:46.002Z
97f58b9e-de56-42b4-ad76-2a16eeec9476,d1c30654-f332-4f85-96fb-8714db4893a1,Job 3,22,2024-04-28T12:02:04.017Z,2024-04-28T12:02:48.002Z
113fda6c-5803-463d-ab76-544fcacab995,3bef2849-97cb-465a-8b2c-e5277bbed42c,Job 9,34,2024-04-28T12:02:04.014Z,2024-04-28T12:03:12.001Z
b2033294-e784-44e7-8784-9f2081bc9b24,aa96a592-e93d-4021-86ed-2dacb60aac30,Job 1,35,2024-04-28T12:02:04.015Z,2024-04-28T12:03:14.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,47ffe254-a79a-418d-9bcf-35bf5b1e61e2,Job 7,34,2024-04-28T12:03:02.011Z,2024-04-28T12:04:10.002Z
22acc819-57c2-4416-9592-d49cc304330b,ff130024-c107-4ae9-b742-fc85cf13974b,Job 13,30,2024-04-28T12:03:14.015Z,2024-04-28T12:04:14.002Z
9400cffd-f7f5-497e-baae-317be6619e32,9659f321-685c-4245-a0e9-6c56f6563087,Job 11,43,2024-04-28T12:03:14.012Z,2024-04-28T12:04:40.002Z
9dfa295f-3e04-4712-908b-ea972e3fe6af,6eb943dd-affe-4071-b478-0c0f9bd314d8,Job 14,17,2024-04-28T12:04:14.011Z,2024-04-28T12:04:48.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,f62c352e-74b3-476a-8537-265d5e71b7b7,Job 6,38,2024-04-28T12:04:40.014Z,2024-04-28T12:05:56.001Z
dfeb3bf5-b67a-4b9c-a81f-ce7652f97df3,af13f622-f24e-4254-819f-29705c24931c,Job 10,51,2024-04-28T12:04:40.012Z,2024-04-28T12:06:22.001Z
156d2dd4-ac86-466f-aa88-99faf0422839,402f8814-322e-4785-a526-d1fa662df07a,Job 8,19,2024-04-28T12:06:22.013Z,2024-04-28T12:07:00.002Z
b2033294-e784-44e7-8784-9f2081bc9b24,3b35b6f9-247e-44d8-ac04-a0a7bc9b9abb,Job 1,25,2024-04-28T12:06:22.016Z,2024-04-28T12:07:12.003Z
abaf8b7a-c11e-4e4f-8af9-b01409141dff,925c442a-a716-4dce-a80b-f5dacb574a14,Job 5,38,2024-04-28T12:06:22.012Z,2024-04-28T12:07:38.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,6f74d7df-2522-4f59-8744-916ad72c2903,Job 7,38,2024-04-28T12:06:22.018Z,2024-04-28T12:07:38.008Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,f12e60a5-7d2c-4b4f-b63b-9c415e6efc39,Job 12,40,2024-04-28T12:06:22.015Z,2024-04-28T12:07:42.002Z
113fda6c-5803-463d-ab76-544fcacab995,82d8c10f-1dd0-41d6-979a-be121430d418,Job 9,7,2024-04-28T12:07:40.014Z,2024-04-28T12:07:54.003Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,21375b2d-03e1-4330-9a8f-18bb5089f354,Job 4,11,2024-04-28T12:07:40.013Z,2024-04-28T12:08:02.002Z
22acc819-57c2-4416-9592-d49cc304330b,82c0ba40-c0c5-4edc-b4b7-f0d235b2b6cc,Job 13,57,2024-04-28T12:07:02.009Z,2024-04-28T12:08:56.002Z
17a9760d-a9ce-40c7-bc8d-0b6e0ab972ea,84d02b1e-0036-446c-bbb8-859595ccbfbe,Job 2,28,2024-04-28T12:08:04.010Z,2024-04-28T12:09:00.002Z
97f58b9e-de56-42b4-ad76-2a16eeec9476,216bb828-e16c-4d6f-8287-81bb04b6faab,Job 3,15,2024-04-28T12:09:00.015Z,2024-04-28T12:09:30.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,415cabd4-987a-4f47-bf7d-9ae41d32f58a,Job 6,23,2024-04-28T12:09:00.018Z,2024-04-28T12:09:46.002Z
156d2dd4-ac86-466f-aa88-99faf0422839,08b880fd-9efd-47fe-b248-61e7c16d7d5e,Job 8,25,2024-04-28T12:09:00.020Z,2024-04-28T12:09:50.002Z
22acc819-57c2-4416-9592-d49cc304330b,7c6fb6dd-00f3-469a-b888-f2cd12d41663,Job 13,3,2024-04-28T12:09:52.010Z,2024-04-28T12:09:58.002Z
9400cffd-f7f5-497e-baae-317be6619e32,64d0eaf9-1cfb-44b5-8c57-7f24251cf330,Job 11,40,2024-04-28T12:09:00.016Z,2024-04-28T12:10:20.002Z
9dfa295f-3e04-4712-908b-ea972e3fe6af,5b6fee84-a154-4951-9962-995e13751710,Job 14,34,2024-04-28T12:10:20.011Z,2024-04-28T12:11:28.002Z
b2033294-e784-44e7-8784-9f2081bc9b24,7bd998a3-f9b3-4081-a8a1-eeb3f7c0dd96,Job 1,44,2024-04-28T12:10:20.012Z,2024-04-28T12:11:48.002Z
9400cffd-f7f5-497e-baae-317be6619e32,a47690fa-b98f-4c77-ac6a-a97e616c262f,Job 11,14,2024-04-28T12:11:28.010Z,2024-04-28T12:11:56.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,cb6e2493-1757-41c4-89d7-669ebc64be00,Job 7,12,2024-04-28T12:11:50.010Z,2024-04-28T12:12:14.001Z
abaf8b7a-c11e-4e4f-8af9-b01409141dff,5c348f39-07ae-4c96-a73b-b33de34563d2,Job 5,13,2024-04-28T12:11:50.013Z,2024-04-28T12:12:16.002Z
17a9760d-a9ce-40c7-bc8d-0b6e0ab972ea,663df540-dc00-4e8c-b4b3-e02523244995,Job 2,7,2024-04-28T12:12:16.010Z,2024-04-28T12:12:30.001Z
dfeb3bf5-b67a-4b9c-a81f-ce7652f97df3,74c9a57f-01ae-4827-a101-ec0e24974906,Job 10,2,2024-04-28T12:12:30.010Z,2024-04-28T12:12:34.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,a54c280c-14ff-47b0-bcc0-a56eff732e7d,Job 6,2,2024-04-28T12:12:30.012Z,2024-04-28T12:12:34.006Z
156d2dd4-ac86-466f-aa88-99faf0422839,b01fdd33-1091-402c-925c-9ad915169cc9,Job 8,14,2024-04-28T12:12:34.015Z,2024-04-28T12:13:02.002Z
113fda6c-5803-463d-ab76-544fcacab995,e2afff93-26b8-40b8-803c-58d1c678fdf3,Job 9,37,2024-04-28T12:11:50.012Z,2024-04-28T12:13:04.002Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,ac7a8768-f4b0-442c-9e4a-cf1b97a382ea,Job 12,37,2024-04-28T12:11:50.015Z,2024-04-28T12:13:04.003Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,8dbf9c50-0de1-4c06-8fd0-4eea48d3832d,Job 4,20,2024-04-28T12:12:34.014Z,2024-04-28T12:13:14.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,7f7e15a4-0bfb-457d-8691-3511cc86ddc1,Job 6,24,2024-04-28T12:12:34.017Z,2024-04-28T12:13:22.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,513c4a64-83c7-4146-b998-c291a5ab6f75,Job 7,12,2024-04-28T12:13:14.014Z,2024-04-28T12:13:38.002Z
22acc819-57c2-4416-9592-d49cc304330b,881f26ff-74b7-42b1-b9fb-c3c62269c61b,Job 13,28,2024-04-28T12:13:14.013Z,2024-04-28T12:14:10.002Z
97f58b9e-de56-42b4-ad76-2a16eeec9476,cb82ad64-76b7-42bb-b0e3-62f010bc78a0,Job 3,32,2024-04-28T12:13:14.012Z,2024-04-28T12:14:18.002Z
156d2dd4-ac86-466f-aa88-99faf0422839,9a03af73-ddb7-40ff-8938-d310b9a2c087,Job 8,34,2024-04-28T12:13:14.015Z,2024-04-28T12:14:22.001Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,d2be1f9d-d83c-44ce-b646-ffab2f68385b,Job 4,12,2024-04-28T12:14:18.017Z,2024-04-28T12:14:42.001Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,99384abe-dedb-445c-8b34-17781f8d3201,Job 7,22,2024-04-28T12:14:18.020Z,2024-04-28T12:15:02.001Z
156d2dd4-ac86-466f-aa88-99faf0422839,5c64cb72-33d8-4f1d-9fe2-8773734df119,Job 8,16,2024-04-28T12:14:42.012Z,2024-04-28T12:15:14.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,621f7699-1812-47f6-afd4-7f767fd8734e,Job 6,37,2024-04-28T12:14:18.018Z,2024-04-28T12:15:32.001Z
dfeb3bf5-b67a-4b9c-a81f-ce7652f97df3,98b17886-14f5-42e1-a90d-03fedbb37813,Job 10,32,2024-04-28T12:14:42.010Z,2024-04-28T12:15:46.002Z
22acc819-57c2-4416-9592-d49cc304330b,27ae32e2-b1ce-4a24-9338-c3c2b5687c0d,Job 13,10,2024-04-28T12:15:46.012Z,2024-04-28T12:16:06.003Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,15e567a6-0700-4f16-a2da-2514d45b85ed,Job 7,12,2024-04-28T12:15:46.013Z,2024-04-28T12:16:10.002Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,876f2816-1b46-44c7-914b-0d68444806cf,Job 4,18,2024-04-28T12:15:46.011Z,2024-04-28T12:16:22.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,3187392b-6b55-4f38-ab2f-5be82172153e,Job 7,7,2024-04-28T12:16:22.013Z,2024-04-28T12:16:36.002Z
156d2dd4-ac86-466f-aa88-99faf0422839,3a84fda2-36c9-4666-a998-f5f6d44ff78d,Job 8,45,2024-04-28T12:15:46.015Z,2024-04-28T12:17:16.002Z
17a9760d-a9ce-40c7-bc8d-0b6e0ab972ea,415ab83e-0fac-495b-9a27-e4f3a1ce68fe,Job 2,38,2024-04-28T12:16:22.012Z,2024-04-28T12:17:38.002Z
dfeb3bf5-b67a-4b9c-a81f-ce7652f97df3,d24f5fba-e5e7-4d38-bf16-4f7adc74050e,Job 10,24,2024-04-28T12:17:38.009Z,2024-04-28T12:18:26.002Z
97f58b9e-de56-42b4-ad76-2a16eeec9476,0b7beeaa-4a18-478b-9b82-411377e49097,Job 3,29,2024-04-28T12:17:38.011Z,2024-04-28T12:18:36.002Z
156d2dd4-ac86-466f-aa88-99faf0422839,8c74597c-58c6-4b0e-b1e4-6ac8d676ed67,Job 8,7,2024-04-28T12:18:28.012Z,2024-04-28T12:18:42.002Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,215cee34-93ec-48f5-989f-108c81f2079f,Job 12,16,2024-04-28T12:18:36.014Z,2024-04-28T12:19:08.002Z
b2033294-e784-44e7-8784-9f2081bc9b24,a64d1e97-2203-4560-9253-1c184b31c475,Job 1,24,2024-04-28T12:18:36.012Z,2024-04-28T12:19:24.001Z
9dfa295f-3e04-4712-908b-ea972e3fe6af,0bdb4ec3-489c-4957-ad13-fbac9d43ec6e,Job 14,28,2024-04-28T12:18:36.011Z,2024-04-28T12:19:32.000Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,7275e90a-e9d6-4062-be06-e8632ce1f8b0,Job 7,34,2024-04-28T12:18:28.010Z,2024-04-28T12:19:36.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,636305ea-fa01-4e09-90d6-a2503500499a,Job 6,17,2024-04-28T12:19:32.013Z,2024-04-28T12:20:06.001Z
9400cffd-f7f5-497e-baae-317be6619e32,1a25ebef-faf7-4971-9331-b9a819234424,Job 11,24,2024-04-28T12:19:32.011Z,2024-04-28T12:20:20.001Z
113fda6c-5803-463d-ab76-544fcacab995,04219c84-1128-4392-b8f2-7ff0e1ec6ba4,Job 9,12,2024-04-28T12:20:20.011Z,2024-04-28T12:20:44.002Z
abaf8b7a-c11e-4e4f-8af9-b01409141dff,0bc94a02-f5de-43d1-b74d-2d8855038a6a,Job 5,38,2024-04-28T12:19:32.009Z,2024-04-28T12:20:48.001Z
9dfa295f-3e04-4712-908b-ea972e3fe6af,c8b7085e-6f9e-4fdc-8063-701301b28ccc,Job 14,37,2024-04-28T12:20:20.013Z,2024-04-28T12:21:34.002Z
156d2dd4-ac86-466f-aa88-99faf0422839,e39f3861-c096-4017-89d1-eba80507cafc,Job 8,7,2024-04-28T12:21:34.011Z,2024-04-28T12:21:48.001Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,83640abf-c09d-4497-9943-bac5ed298753,Job 7,31,2024-04-28T12:20:48.010Z,2024-04-28T12:21:50.001Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,15eec3ed-28ba-47c0-a4b4-57ae9d9264ee,Job 12,23,2024-04-28T12:21:32.012Z,2024-04-28T12:22:18.002Z
b2033294-e784-44e7-8784-9f2081bc9b24,eec10a30-d47a-4ccc-9112-70433c9e4ddb,Job 1,31,2024-04-28T12:21:32.010Z,2024-04-28T12:22:34.002Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,3f5da926-cad4-4f84-95e0-a4affd9309bc,Job 4,36,2024-04-28T12:21:34.010Z,2024-04-28T12:22:46.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,c88bf439-3bbb-450d-99ca-750e90394dea,Job 7,10,2024-04-28T12:22:34.014Z,2024-04-28T12:22:54.001Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,e671b5db-1497-4e7a-a4c8-cdd18cf38a8f,Job 6,12,2024-04-28T12:22:34.013Z,2024-04-28T12:22:58.001Z
22acc819-57c2-4416-9592-d49cc304330b,0fe0cddc-125d-44d4-9322-bcd2a62a9946,Job 13,26,2024-04-28T12:22:34.011Z,2024-04-28T12:23:26.001Z
dfeb3bf5-b67a-4b9c-a81f-ce7652f97df3,73007484-98a8-4271-8388-097d75775632,Job 10,30,2024-04-28T12:22:54.010Z,2024-04-28T12:23:54.002Z
9dfa295f-3e04-4712-908b-ea972e3fe6af,c38b0e4b-8d90-4000-acaa-d2c1cb09b30c,Job 14,34,2024-04-28T12:23:54.012Z,2024-04-28T12:25:02.002Z
17a9760d-a9ce-40c7-bc8d-0b6e0ab972ea,5c0aeb4d-2bba-4fa1-b185-3df31f848a04,Job 2,42,2024-04-28T12:23:54.011Z,2024-04-28T12:25:18.001Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,aad33504-ab56-4374-ab5d-6539b9c88472,Job 6,1,2024-04-28T12:25:18.014Z,2024-04-28T12:25:20.003Z
b2033294-e784-44e7-8784-9f2081bc9b24,56a4b055-c057-4032-8dd7-f4b55dafeec6,Job 1,11,2024-04-28T12:25:18.011Z,2024-04-28T12:25:40.002Z
d312e1ea-d937-4fb9-8a38-af58b26283ca,8be4e268-d428-4e3e-9317-a57fc3e9f034,Job 7,29,2024-04-28T12:25:18.015Z,2024-04-28T12:26:16.002Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,c1e78405-a514-4924-b989-c7da4ada80cb,Job 12,34,2024-04-28T12:25:18.012Z,2024-04-28T12:26:26.002Z
1b34f02f-8fbc-472f-b1d7-13dcbc1f74db,39e890a4-83c5-4264-b4f7-51489f99f8bf,Job 4,45,2024-04-28T12:25:18.009Z,2024-04-28T12:26:48.001Z
22acc819-57c2-4416-9592-d49cc304330b,5e271931-9d6f-427b-8691-3ff3bedf630f,Job 13,15,2024-04-28T12:26:42.010Z,2024-04-28T12:27:12.002Z
3c8bb7f3-8492-43be-9e7c-5fda42ec4522,2c38c6c9-332b-44e5-817a-ed714e5ace0b,Job 12,21,2024-04-28T12:26:42.012Z,2024-04-28T12:27:24.002Z
abaf8b7a-c11e-4e4f-8af9-b01409141dff,966d0a1a-b102-4d7c-9301-0864043b8374,Job 5,6,2024-04-28T12:27:12.013Z,2024-04-28T12:27:24.006Z
9400cffd-f7f5-497e-baae-317be6619e32,2bccc10f-0ec7-4c6c-bd66-b1f4e38f0a34,Job 11,13,2024-04-28T12:27:12.010Z,2024-04-28T12:27:38.001Z
97f58b9e-de56-42b4-ad76-2a16eeec9476,991e6d85-ad71-4123-905c-8961845fe8c3,Job 3,19,2024-04-28T12:27:12.012Z,2024-04-28T12:27:50.002Z
dfeb3bf5-b67a-4b9c-a81f-ce7652f97df3,fd9e5992-c9b1-48d5-bc4f-f9bd40ccce5f,Job 10,22,2024-04-28T12:27:38.011Z,2024-04-28T12:28:22.002Z
9f8c8eb1-4aa9-4953-8a25-ce0ee208c5f3,5465383f-8ab4-44a2-84ce-9408451535da,Job 6,6,2024-04-28T12:28:22.014Z,2024-04-28T12:28:34.002Z
17a9760d-a9ce-40c7-bc8d-0b6e0ab972ea,b674e80d-51a4-4f61-8b6b-84514c46e7b4,Job 2,28,2024-04-28T12:28:22.016Z,2024-04-28T12:29:18.002Z
